id,FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,DIVINYR,WIDINYR
171,2,male,73,Married,1941,1986,white,0,1,College or greater,Self-employed,0,No,100000,200000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
172,2,male,69,Married,1945,1966,white,0,1,College or greater,Works for wages,0,No,362000,428200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
173,1,female,76,Never married,1938,0,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",15800,15800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
174,2,male,72,Married,1942,1962,white,0,1,College or greater,Works for wages,0,No,6700,14700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
175,4,male,65,Married,1949,1984,white,0,1,College or greater,Self-employed,10,Yes,46900,134900,0,4900,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
176,1,female,70,Widowed,1944,1970,Black,0,1,College or greater,Works for wages,0,No,16900,16900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
177,3,male,68,Married,1946,1972,Otherse,1,1,College or greater,Works for wages,40,Yes,82600,94000,42000,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
178,2,male,74,Married,1940,1965,white,0,1,College or greater,Works for wages,0,No,67200,80201,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
179,2,female,71,Married,1943,1972,Asian,0,1,College or greater,Works for wages,0,No,48600,85800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
180,7,male,68,Married,1946,1982,Asian,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",70101,85201,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
181,2,female,71,Married,1943,1963,white,0,1,High school,Works for wages,0,No,6200,40700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
182,3,female,76,Married,1938,1956,white,0,1,High school,Works for wages,0,No,21600,81500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
183,2,male,73,Married,1941,1989,white,0,1,College or greater,Self-employed,0,No,7800,70200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
184,2,female,74,Married,1940,1987,white,0,1,College or greater,Self-employed,0,No,7520,40020,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
185,2,female,80,Widowed,1934,1961,white,1,1,College or greater,Works for wages,0,No,31800,87100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
186,2,female,65,Married,1949,1966,white,0,1,High school,Self-employed,0,No,4900,16000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
187,4,male,77,Married,1937,1961,Otherse,1,1,High school,Works for wages,0,No,115200,164900,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
188,1,female,73,Divorced,1941,1961,white,0,1,College or greater,Self-employed,20,Yes,36200,36200,0,19500,0,0,Not a veteran,PM,PM,0,Employed,0,0
189,2,female,79,Married,1935,1975,Asian,0,1,College or greater,Works for wages,0,No,16500,28500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
190,6,male,72,Married,1942,1971,Asian,0,0,College or greater,Works for wages,0,No,0,421000,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
191,2,female,66,Married,1948,1967,white,0,1,College or greater,Works for wages,0,No,14900,138800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
192,2,female,68,Married,1946,1967,white,1,1,College or greater,Works for wages,0,No,22000,51000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
193,3,female,66,Married,1948,1970,Asian,0,1,Less than high school,Self-employed,27,Yes,12400,43900,9400,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
194,1,male,94,Widowed,1920,1945,white,0,1,College or greater,Works for wages,0,No,14300,9999999,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
195,2,female,73,Married,1941,1974,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",12000,20000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
196,2,female,65,Married,1949,1971,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",68050,210500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
197,2,female,68,Never married,1946,0,white,0,1,College or greater,Works for wages,40,Yes,30400,37700,23000,0,0,0,Not a veteran,PM,PM,0,Employed,NA,NA
198,1,female,65,Divorced,1949,1967,Asian,1,1,High school,Works for wages,40,Yes,9000,9000,9000,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
199,3,male,77,Married,1937,1961,Asian,0,1,Less than high school,Self-employed,0,No,5000,169200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
200,1,female,89,Widowed,1925,1948,Otherse,0,1,High school,Works for wages,0,No,16600,16600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
201,2,female,66,Widowed,1948,1971,white,0,1,College or greater,Self-employed,32,Yes,48000,60000,0,30000,0,0,Not a veteran,PM,PM,0,Employed,0,0
202,2,male,66,Married,1948,1993,white,0,1,High school,Works for wages,0,No,24200,65200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
203,2,male,73,Married,1941,2012,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",91200,91200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
204,2,male,71,Married,1943,1973,white,0,1,College or greater,Works for wages,0,No,3800,16900,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
205,2,female,67,Married,1947,1966,white,0,1,High school,Works for wages,0,No,49100,103400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
206,1,female,78,Widowed,1936,1959,white,0,1,College or greater,Works for wages,0,No,4530,4530,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
207,2,female,67,Divorced,1947,1965,white,1,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",33004,66394,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
208,2,male,65,Widowed,1949,1974,white,1,1,Less than high school,Works for wages,0,No,38000,80000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
209,2,female,87,Married,1927,1948,Asian,0,1,High school,Works for wages,0,No,8900,17800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
210,3,male,94,Married,1920,1948,white,0,1,College or greater,Works for wages,0,No,58000,113500,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
211,2,female,65,Married,1949,1975,Asian,0,1,College or greater,Works for wages,30,Yes,18000,73000,10000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
212,6,female,85,Widowed,1929,1957,Asian,0,1,High school,Works for wages,0,No,9600,97600,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
213,2,female,76,Married,1938,1961,white,0,1,College or greater,Works for wages,0,No,25200,166500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
214,1,male,88,Widowed,1926,1948,white,0,1,College or greater,Self-employed,0,No,24300,24300,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
215,6,male,65,Married,1949,1999,Asian,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",5700,210700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
216,2,female,74,Married,1940,1992,Otherse,1,1,College or greater,Works for wages,0,No,2400,14400,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
217,2,male,75,Married,1939,1963,white,0,1,High school,Works for wages,0,No,14400,25200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
218,2,female,72,Married,1942,1965,white,0,1,High school,Works for wages,0,No,32000,57800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
219,3,male,71,Married,1943,1989,Asian,0,1,High school,Self-employed,0,No,10000,10000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
220,2,male,88,Married,1926,1970,white,0,1,College or greater,Works for wages,0,No,87000,126700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
221,1,female,87,Widowed,1927,1954,Otherse,1,1,Less than high school,Self-employed,0,No,11500,11500,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
222,2,female,80,Widowed,1934,1976,white,0,1,High school,Self-employed,0,No,26100,34500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
223,2,female,65,Married,1949,1969,white,0,1,High school,Self-employed,20,Yes,7700,114700,0,600,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
224,2,female,65,Divorced,1949,1970,white,1,1,College or greater,Works for wages,0,No,21300,30900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
225,1,female,68,Never married,1946,0,white,0,1,College or greater,Works for wages,0,No,45000,45000,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,NA,NA
226,2,male,76,Married,1938,1966,white,0,1,College or greater,Works for wages,0,No,35800,43800,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
227,2,female,82,Married,1932,1951,white,0,1,College or greater,Self-employed,0,"No, but worked 1-5 yrs age",6700,28500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
228,2,male,73,Married,1941,1963,Asian,0,1,College or greater,Works for wages,0,No,56100,68700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
229,2,female,67,Married,1947,1970,white,0,1,College or greater,Works for wages,12,Yes,132000,360600,35000,0,0,0,Not a veteran,NA,NA,0,Employed,0,0
230,2,male,78,Married,1936,1958,white,0,1,College or greater,Works for wages,0,No,25000,104000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
231,6,female,66,Married,1948,1969,Otherse,1,1,Less than high school,Works for wages,0,"No, but worked 1-5 yrs age",0,67800,0,0,0,0,Not a veteran,NA,NA,0,Unemployed,0,0
232,12,male,94,Married,1920,1974,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",18000,210000,0,0,0,0,Veteran,NA,NA,1,Not in labor force,0,0
233,1,male,94,Never married,1920,0,white,0,1,College or greater,Works for wages,0,No,13300,13300,0,0,0,1,Veteran,NA,NA,0,Not in labor force,NA,NA
234,2,female,79,Divorced,1935,1960,white,0,1,College or greater,Works for wages,24,Yes,28600,28600,15300,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
235,2,female,67,Married,1947,1970,white,0,1,College or greater,Works for wages,0,No,10000,329000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
236,1,male,67,Divorced,1947,1989,white,0,1,High school,Works for wages,0,No,37500,37500,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
237,1,male,68,Divorced,1946,1985,Black,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",11200,11200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
238,1,female,67,Divorced,1947,1980,white,0,1,College or greater,Works for wages,45,Yes,50000,50000,50000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
239,6,female,85,Widowed,1929,1959,white,1,0,Less than high school,Works for wages,0,No,0,6000,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
240,2,male,69,Married,1945,2008,white,0,1,College or greater,Works for wages,8,Yes,21600,62400,1200,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
241,6,male,83,Married,1931,1954,white,0,1,College or greater,Self-employed,28,Yes,57700,66200,0,30000,0,0,Veteran,PM,PM,1,Employed,0,0
242,2,male,68,Married,1946,1968,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",49200,92600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
243,2,male,87,Married,1927,1952,white,0,1,College or greater,Works for wages,25,Yes,40000,49600,15000,0,0,0,Veteran,NA,NA,0,Employed,0,0
244,1,male,85,Widowed,1929,2004,white,0,1,High school,Works for wages,0,No,35100,35100,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
245,2,female,71,Married,1943,1962,Black,0,1,High school,Self-employed,0,No,7200,79200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
246,5,female,66,Widowed,1948,1977,Asian,0,1,High school,Works for wages,0,No,0,155600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
247,2,female,65,Married,1949,1974,Asian,0,1,College or greater,Works for wages,0,No,43500,56500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
248,2,female,94,Widowed,1920,1945,white,0,1,College or greater,Works for wages,0,No,134000,159000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
249,2,female,78,Married,1936,1959,Asian,0,1,College or greater,Works for wages,0,No,8900,17800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
250,1,female,67,Never married,1947,0,white,1,1,Less than high school,Self-employed,0,"No, but worked 1-5 yrs age",7900,7900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
251,1,male,80,Widowed,1934,1957,white,1,1,High school,Works for wages,0,No,51600,51600,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
252,1,male,79,Widowed,1935,1970,white,0,1,High school,Self-employed,0,No,18700,18700,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
253,6,male,74,Married,1940,1972,Asian,0,1,College or greater,Works for wages,0,No,0,97000,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
254,2,female,70,Married,1944,1969,Black,1,1,Less than high school,Works for wages,0,No,10800,13100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
255,1,female,85,Widowed,1929,1953,Asian,0,1,College or greater,Works for wages,0,No,54200,54200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
256,1,female,74,Never married,1940,0,white,0,1,College or greater,Works for wages,0,No,62400,62400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,NA,NA
257,3,male,74,Married,1940,1962,white,1,1,High school,Works for wages,0,No,2400,54800,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
258,1,female,90,Widowed,1924,1943,white,0,1,High school,Self-employed,0,No,13500,13500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
259,2,male,79,Married,1935,1955,white,0,1,College or greater,Works for wages,0,No,71000,75000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
260,1,female,70,Divorced,1944,1968,white,0,1,High school,Works for wages,40,Yes,61200,61200,37900,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
261,1,female,66,Married,1948,1994,white,0,1,High school,Works for wages,0,No,22900,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
262,2,male,71,Married,1943,1967,white,0,1,High school,Works for wages,0,No,44800,74600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
263,1,male,84,Never married,1930,0,Black,0,1,College or greater,Works for wages,0,No,25200,25200,0,0,0,0,Veteran,NA,NA,0,Not in labor force,NA,NA
264,1,male,78,Never married,1936,0,Black,0,1,High school,Works for wages,0,No,3800,3800,0,0,0,1,Veteran,NA,NA,0,Not in labor force,NA,NA
265,2,male,65,Married,1949,1979,Asian,0,1,College or greater,Works for wages,25,Yes,30000,230000,30000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
266,1,female,80,Divorced,1934,1950,white,0,1,High school,Works for wages,0,No,8100,8100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
267,3,male,88,Married,1926,1951,white,1,1,High school,Works for wages,0,No,48000,95300,0,0,0,1,Veteran,NA,NA,0,Not in labor force,0,0
268,4,female,75,Widowed,1939,1974,Asian,0,1,Less than high school,Works for wages,0,No,7700,115100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
269,2,male,83,Widowed,1931,1957,Asian,0,1,College or greater,Works for wages,0,No,7600,14800,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
270,1,male,90,Widowed,1924,1950,Asian,0,1,College or greater,Works for wages,0,No,53100,53100,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
271,8,male,71,Married,1943,1974,Asian,0,1,Less than high school,Works for wages,42,Yes,21100,120200,21100,0,0,0,Veteran,NA,NA,1,Employed,0,0
272,7,female,70,Married,1944,1986,Asian,0,1,Less than high school,Works for wages,0,No,10300,37900,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,0,0
273,1,male,70,Divorced,1944,1977,white,0,1,College or greater,Works for wages,32,Yes,53000,53000,14000,0,0,0,Veteran,PM,PM,0,Employed,0,0
274,3,male,74,Married,1940,1977,white,0,1,College or greater,Works for wages,40,Yes,269200,301200,96000,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
275,1,female,77,Divorced,1937,1958,white,0,1,College or greater,Works for wages,0,No,59000,59000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
276,2,female,68,Married,1946,1981,white,0,1,High school,Works for wages,0,No,19000,22100,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
277,2,male,79,Married,1935,1956,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",70700,81150,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
278,1,female,69,Divorced,1945,1981,Black,0,1,College or greater,Works for wages,15,Yes,16200,16200,5200,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
279,1,female,73,Married,1941,1977,Asian,0,1,Less than high school,Works for wages,25,Yes,64300,64300,44700,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
280,1,female,90,Widowed,1924,1955,white,0,1,College or greater,Works for wages,0,No,14750,14750,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,1
281,4,male,69,Married,1945,1976,Black,0,1,High school,Works for wages,35,Yes,66400,142200,42200,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
282,2,male,74,Married,1940,1961,white,0,1,Less than high school,Self-employed,2,Yes,9500,18100,0,200,0,0,Not a veteran,NA,NA,0,Employed,0,0
283,1,female,94,Widowed,1920,2003,white,0,1,High school,Self-employed,0,No,7400,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
284,2,female,75,Married,1939,1958,white,0,1,High school,Self-employed,40,Yes,93900,131500,84000,0,0,0,Not a veteran,NA,NA,0,Employed,0,0
285,3,female,73,Married,1941,1960,Otherse,0,1,High school,Works for wages,0,No,12800,89400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
286,1,female,70,Widowed,1944,1969,white,0,1,College or greater,Self-employed,12,Yes,12000,12000,0,9600,0,0,Not a veteran,PM,PM,0,Employed,0,1
287,1,female,74,Divorced,1940,1984,white,0,1,High school,Works for wages,0,No,9600,9999999,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
288,2,female,81,Widowed,1933,1954,white,0,1,High school,Works for wages,0,No,64600,64600,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
289,2,male,68,Married,1946,1974,Asian,0,1,College or greater,Self-employed,30,Yes,15600,80600,14300,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
290,2,female,77,Married,1937,1974,white,0,1,High school,Works for wages,0,No,12600,74600,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
291,1,male,84,Widowed,1930,1963,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",21000,21000,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
292,2,female,82,Married,1932,1957,white,0,1,High school,Works for wages,0,No,0,9300,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
293,6,female,72,Married,1942,1960,Asian,0,1,Less than high school,Works for wages,0,No,6000,148400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
294,1,male,89,Widowed,1925,1947,white,0,1,Less than high school,Works for wages,0,No,0,9999999,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
295,2,male,77,Married,1937,2013,white,0,1,College or greater,Works for wages,0,No,17800,31800,0,0,0,0,Veteran,NA,NA,0,Not in labor force,0,0
296,3,female,72,Married,1942,1961,Black,0,1,High school,Works for wages,0,No,22900,103400,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
297,2,female,71,Married,1943,1995,Otherse,0,1,College or greater,Works for wages,0,No,10804,33608,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
298,2,female,71,Married,1943,1961,white,0,1,College or greater,Works for wages,40,Yes,33800,52800,28800,0,0,0,Not a veteran,PM,PM,0,Employed,0,0
299,2,female,65,Married,1949,1973,Asian,0,1,College or greater,Works for wages,0,No,72600,89700,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
300,1,female,84,Widowed,1930,1954,white,0,1,High school,Works for wages,0,No,54900,54900,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
301,2,female,73,Divorced,1941,1970,white,0,1,College or greater,Works for wages,0,No,1500,1500,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
302,1,female,69,Divorced,1945,1962,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",59200,59200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
303,1,female,65,Never married,1949,0,white,0,1,College or greater,Works for wages,40,Yes,49200,49200,49200,0,0,0,Not a veteran,PM,PM,0,Employed,NA,NA
304,1,female,85,Widowed,1929,1947,white,0,1,High school,Works for wages,0,No,13200,13200,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,0,0
305,2,female,77,Widowed,1937,1957,Otherse,0,1,High school,Self-employed,0,No,28800,42800,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,0,0
