FAMSIZE,SEX,AGE,MARST,BIRTHYR,YRMARR,RACE,HISPAN,HCOVANY,EDUC,CLASSWKR,UHRSWORK,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,VETDISAB,DIFFHEAR,VETSTAT,DEPARTS,ARRIVES,GCHOUSE,WORK_STATUS,id
1,female,83,Widowed,1931,2000,Black,0,1,High school,Works for wages,0,No,18300,18300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,176
1,male,65,Divorced,1949,1974,white,1,1,High school,Works for wages,0,No,20400,20400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,177
1,female,88,Widowed,1926,1942,white,0,1,Less than high school,Works for wages,0,No,12200,12200,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,178
1,male,72,Widowed,1942,1979,white,0,1,Less than high school,Works for wages,0,No,13000,13000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,179
1,female,73,Married,1941,1965,white,0,1,College or greater,Works for wages,0,No,231000,231000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,180
1,female,76,Widowed,1938,1961,white,0,1,High school,Works for wages,0,No,27200,27200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,181
1,female,78,Widowed,1936,1957,white,0,1,College or greater,Self-employed,0,No,36100,36100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,182
2,male,75,Married,1939,1966,white,0,1,High school,Works for wages,0,No,48690,48870,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,183
2,male,67,Married,1947,1973,Black,0,1,College or greater,Works for wages,40,Yes,114200,114200,66000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,184
2,female,86,Widowed,1928,1959,white,0,1,College or greater,Works for wages,0,No,17700,63100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,185
3,male,66,Married,1948,1972,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",25300,60000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,186
2,female,85,Widowed,1929,1968,white,0,1,Less than high school,Self-employed,0,No,19600,29500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,187
2,male,69,Married,1945,1968,white,0,1,College or greater,Works for wages,0,No,58100,84200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,188
2,male,78,Married,1936,1963,white,0,1,College or greater,Works for wages,30,Yes,36000,52010,15000,0,0,1,1,Not a veteran,PM,PM,0,Employed,189
2,male,67,Married,1947,1966,white,0,1,Less than high school,Works for wages,0,No,43200,51600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,190
1,male,75,Divorced,1939,1968,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",16400,16400,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,191
2,female,76,Never married,1938,0,Black,0,1,High school,Self-employed,0,No,31000,49400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,192
2,female,65,Married,1949,1968,white,0,1,College or greater,Works for wages,4,Yes,30000,53000,1000,0,0,0,0,Not a veteran,PM,PM,0,Employed,193
2,female,65,Married,1949,1991,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",9500,49500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,194
2,male,79,Married,1935,1970,Otherse,1,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",47700,68600,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,195
3,male,65,Married,1949,1981,white,0,1,College or greater,Works for wages,45,Yes,120500,126700,120000,0,0,0,0,Not a veteran,PM,PM,0,Employed,196
2,female,74,Married,1940,1957,white,0,1,High school,Self-employed,0,No,6700,32300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,197
1,female,94,Widowed,1920,1942,white,0,1,High school,Works for wages,0,No,9500,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,198
2,female,79,Married,1935,1965,white,0,1,High school,Works for wages,0,No,6700,18200,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,199
2,male,65,Married,1949,1986,white,0,1,College or greater,Works for wages,40,Yes,42000,157000,42000,0,0,0,0,Not a veteran,NA,NA,0,Employed,200
1,female,85,Widowed,1929,1948,white,0,1,Less than high school,Works for wages,0,No,12000,12000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,201
2,male,68,Married,1946,1996,white,0,1,College or greater,Works for wages,0,No,17700,119700,0,0,0,3,0,Veteran,NA,NA,0,Not in labor force,202
2,female,79,Married,1935,1953,white,0,1,High school,Works for wages,0,No,7500,25190,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,203
1,female,72,Widowed,1942,1964,white,0,1,High school,Works for wages,0,No,7400,7400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,204
2,female,74,Married,1940,1957,white,0,1,High school,Works for wages,0,No,4600,24780,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,205
2,male,82,Married,1932,1985,white,0,1,High school,Works for wages,0,No,61000,63400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,206
2,female,73,Married,1941,1959,white,0,1,High school,Self-employed,0,No,7500,44500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,207
1,female,66,Widowed,1948,2003,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",18000,18000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,208
2,male,68,Married,1946,1970,white,0,1,High school,Works for wages,40,Yes,48300,68604,33200,0,0,0,0,Not a veteran,PM,PM,0,Employed,209
2,female,67,Married,1947,1966,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",29500,64600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,210
1,male,70,Widowed,1944,1979,white,0,1,High school,Works for wages,0,No,13500,13500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,211
2,female,66,Widowed,1948,1983,white,0,1,Less than high school,Works for wages,0,No,8400,26600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,212
1,male,85,Married,1929,1973,white,0,1,College or greater,Works for wages,0,No,47800,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,213
2,male,67,Married,1947,2006,white,0,1,College or greater,Works for wages,0,No,15600,26400,0,0,0,4,0,Veteran,NA,NA,0,Not in labor force,214
2,female,85,Married,1929,1949,white,0,1,College or greater,Works for wages,0,No,7200,13700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,215
1,female,68,Divorced,1946,1968,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",98500,98500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,216
1,female,92,Widowed,1922,1966,white,0,1,High school,Works for wages,0,No,45000,45000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,217
5,female,68,Married,1946,1968,Black,0,1,College or greater,Works for wages,40,Yes,12500,201500,5000,0,0,0,0,Not a veteran,PM,PM,1,Employed,218
2,male,77,Married,1937,1963,white,0,1,College or greater,Works for wages,0,No,231000,236000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,219
2,female,68,Married,1946,1968,Black,0,1,College or greater,Works for wages,25,Yes,35000,101200,9000,0,0,0,0,Not a veteran,PM,PM,0,Employed,220
2,male,69,Married,1945,1965,white,0,1,College or greater,Works for wages,0,No,24000,31500,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,221
2,female,89,Widowed,1925,1944,Black,0,1,High school,Self-employed,0,No,10800,20700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,222
1,female,69,Divorced,1945,1962,white,0,1,Less than high school,Works for wages,30,Yes,23900,23900,6100,0,0,0,0,Not a veteran,PM,PM,0,Employed,223
1,female,86,Widowed,1928,1973,white,0,1,High school,Works for wages,0,No,26200,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,224
2,female,71,Married,1943,1981,white,0,1,High school,Works for wages,0,No,9000,69700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,225
1,female,81,Widowed,1933,1981,white,0,1,High school,Works for wages,0,No,0,9999999,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,226
1,female,77,Widowed,1937,1983,white,0,1,Less than high school,Works for wages,0,No,0,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,227
3,female,87,Widowed,1927,1967,Black,0,1,Less than high school,Works for wages,0,No,1600,20200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,228
3,female,69,Widowed,1945,1965,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",18000,46500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,229
1,male,71,Divorced,1943,1970,white,0,1,High school,Works for wages,0,No,18000,18000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,230
3,male,69,Married,1945,1974,white,0,1,College or greater,Works for wages,50,Yes,72500,126500,50000,0,0,0,0,Not a veteran,PM,PM,0,Employed,231
1,female,77,Widowed,1937,1960,white,0,1,High school,Works for wages,0,No,20830,20830,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,232
2,female,74,Married,1940,1962,white,0,1,College or greater,Works for wages,0,No,8100,43300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,233
5,female,73,Widowed,1941,1965,Black,0,1,High school,Works for wages,0,No,18800,108100,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,234
2,male,73,Married,1941,1989,white,0,1,College or greater,Works for wages,0,No,24000,61500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,235
2,female,66,Married,1948,1984,white,0,1,College or greater,Works for wages,24,Yes,23300,196300,21000,0,0,0,0,Not a veteran,PM,PM,0,Employed,236
3,male,78,Divorced,1936,1969,white,0,1,High school,Works for wages,0,No,18140,46940,0,0,140,1,1,Veteran,NA,NA,0,Not in labor force,237
1,female,70,Widowed,1944,1963,white,0,1,High school,Works for wages,0,No,24000,24000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,238
2,female,76,Married,1938,1986,white,0,1,High school,Works for wages,0,No,33700,79200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,239
2,female,68,Married,1946,1967,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",31600,51400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,240
2,female,72,Married,1942,1967,white,0,1,College or greater,Works for wages,0,No,30900,72300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,241
3,female,73,Divorced,1941,1960,white,0,1,College or greater,Works for wages,0,No,62100,147700,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,242
1,female,67,Divorced,1947,1966,white,0,1,High school,Works for wages,32,Yes,75000,75000,56000,0,0,0,0,Not a veteran,PM,PM,0,Employed,243
1,male,86,Widowed,1928,1958,white,0,1,High school,Works for wages,0,No,22100,22100,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,244
2,male,67,Married,1947,1981,white,0,1,High school,Works for wages,25,Yes,55000,161500,25000,0,0,4,1,Veteran,PM,PM,0,Employed,245
1,female,94,Never married,1920,0,white,0,1,College or greater,Self-employed,0,No,9200,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,246
1,female,70,Divorced,1944,1960,white,0,1,High school,Works for wages,45,Yes,62100,62100,40000,0,0,0,0,Not a veteran,PM,PM,0,Employed,247
1,female,85,Widowed,1929,1968,white,0,1,High school,Works for wages,0,No,18400,18400,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,248
2,male,78,Married,1936,1957,white,0,1,High school,Works for wages,0,No,0,23700,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,249
2,male,69,Divorced,1945,1994,white,1,1,Less than high school,Works for wages,0,No,1400,26600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,250
1,male,66,Widowed,1948,1988,white,0,1,High school,Works for wages,0,No,19000,19000,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,251
2,female,81,Married,1933,1955,white,0,1,High school,Self-employed,0,No,12640,43940,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,252
2,male,67,Married,1947,1974,white,0,1,College or greater,Works for wages,25,Yes,43000,62000,19000,0,0,0,0,Not a veteran,PM,PM,0,Employed,253
2,female,65,Married,1949,1966,white,0,1,College or greater,Works for wages,40,Yes,28000,82100,28000,0,0,0,0,Not a veteran,PM,PM,0,Employed,254
2,male,67,Married,1947,1968,white,0,1,High school,Works for wages,0,No,97300,132600,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,255
2,male,77,Married,1937,1982,white,0,1,College or greater,Works for wages,0,No,19200,28200,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,256
2,female,71,Married,1943,1963,white,0,1,College or greater,Works for wages,0,No,55200,97200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,257
2,female,89,Widowed,1925,1948,white,0,1,College or greater,Works for wages,0,No,20800,35300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,258
2,female,67,Married,1947,1969,white,0,1,College or greater,Works for wages,0,No,9000,91400,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,259
4,female,66,Widowed,1948,1984,white,0,1,High school,Works for wages,45,Yes,57300,57300,56000,0,0,0,0,Not a veteran,PM,PM,1,Employed,260
1,female,84,Divorced,1930,1988,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",13500,13500,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,261
1,female,68,Divorced,1946,1966,white,0,1,College or greater,Works for wages,0,No,10000,10000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,262
2,female,68,Married,1946,1990,white,0,1,High school,Works for wages,40,Yes,19800,54000,12000,0,0,0,0,Not a veteran,PM,PM,0,Employed,263
2,male,80,Married,1934,1955,white,0,1,High school,Works for wages,0,No,21500,56900,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,264
2,female,88,Married,1926,1949,white,0,1,High school,Works for wages,0,No,18600,27600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,265
1,female,67,Divorced,1947,1998,white,0,1,High school,Works for wages,0,No,10900,10900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,266
2,male,75,Married,1939,1964,white,0,1,College or greater,Works for wages,0,No,64100,74600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,267
2,male,67,Married,1947,2005,white,1,1,College or greater,Works for wages,3,Yes,57000,118000,2400,0,0,0,0,Not a veteran,PM,PM,0,Employed,268
2,female,66,Married,1948,1971,white,0,1,College or greater,Works for wages,10,Yes,22400,51100,2000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,269
1,female,81,Widowed,1933,1959,white,0,1,College or greater,Works for wages,0,No,112000,112000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,270
2,female,73,Married,1941,1966,white,0,1,College or greater,Works for wages,0,No,8410,28010,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,271
2,male,71,Married,1943,1964,white,0,1,College or greater,Works for wages,30,Yes,64000,76000,40000,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,272
2,female,66,Never married,1948,0,white,0,1,College or greater,Works for wages,16,Yes,37900,60400,3200,0,0,0,0,Not a veteran,PM,PM,0,Employed,273
2,male,71,Married,1943,1964,white,0,1,High school,Works for wages,40,Yes,45600,62300,24000,0,0,0,0,Not a veteran,PM,PM,0,Employed,274
2,male,65,Married,1949,1975,white,0,1,College or greater,Works for wages,40,Yes,90000,148000,90000,0,0,1,0,Not a veteran,PM,PM,0,Employed,275
2,male,70,Married,1944,1964,white,0,1,College or greater,Self-employed,20,Yes,46500,69700,14000,14000,0,0,1,Not a veteran,PM,PM,0,Employed,276
2,female,72,Married,1942,1962,white,0,1,High school,Works for wages,0,No,7200,30900,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,277
2,female,81,Married,1933,1954,white,0,1,High school,Works for wages,0,No,14600,16100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,278
1,male,66,Widowed,1948,1973,white,0,1,High school,Self-employed,0,No,41500,41500,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,279
2,female,69,Married,1945,1999,white,0,1,High school,Works for wages,0,No,6210,30710,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,280
2,male,68,Married,1946,1990,white,0,1,College or greater,Works for wages,40,Yes,41000,171000,2000,0,0,1,0,Veteran,PM,PM,0,Employed,281
5,male,65,Married,1949,1985,white,0,1,High school,Works for wages,0,No,30000,128200,0,0,0,0,0,Not a veteran,NA,NA,1,Not in labor force,282
3,female,67,Married,1947,1972,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",15200,105200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,283
2,male,76,Married,1938,1967,white,0,1,High school,Works for wages,0,No,14400,23700,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,284
2,female,70,Married,1944,1977,white,0,1,High school,Works for wages,30,Yes,10900,33300,5600,0,0,0,0,Not a veteran,PM,PM,0,Employed,285
1,female,77,Never married,1937,0,white,0,1,College or greater,Self-employed,0,No,95100,95100,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,286
1,female,87,Divorced,1927,1947,white,0,1,College or greater,Self-employed,0,No,38200,38200,0,0,0,0,1,Not a veteran,NA,NA,0,Not in labor force,287
1,male,70,Divorced,1944,1981,Black,0,0,High school,Works for wages,0,No,12000,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,288
1,female,72,Never married,1942,0,white,0,1,High school,Works for wages,0,No,13000,13000,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,289
1,female,68,Widowed,1946,2002,white,0,1,College or greater,Works for wages,40,Yes,22000,22000,22000,0,0,0,0,Not a veteran,PM,PM,0,Employed,290
2,female,83,Widowed,1931,1980,Black,0,1,Less than high school,Works for wages,0,No,2200,11800,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,291
2,male,76,Married,1938,1962,white,0,1,High school,Works for wages,0,"No, but worked 1-5 yrs age",27700,35200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,292
2,male,76,Married,1938,1956,white,0,1,High school,Self-employed,0,No,27900,35200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,293
2,female,66,Divorced,1948,1992,white,0,1,High school,Works for wages,0,No,17000,26600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,294
1,female,73,Divorced,1941,1981,white,0,1,High school,Works for wages,0,No,21300,21300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,295
2,male,66,Married,1948,2005,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",41000,41000,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,296
2,female,73,Married,1941,1957,white,0,1,High school,Works for wages,0,No,22800,55200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,297
2,male,67,Married,1947,1969,white,0,1,College or greater,Works for wages,72,Yes,122000,157040,110000,0,0,1,0,Veteran,PM,PM,0,Employed,298
2,male,72,Married,1942,1986,white,0,1,College or greater,Works for wages,12,Yes,80000,110000,3000,0,0,1,0,Veteran,NA,NA,0,Not in labor force,299
2,male,68,Married,1946,1968,white,0,1,College or greater,Works for wages,0,"No, but worked 1-5 yrs age",63800,84200,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,300
2,female,67,Married,1947,1964,white,0,1,High school,Works for wages,0,No,66000,85300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,301
2,female,70,Married,1944,1962,white,0,1,High school,Works for wages,0,No,25400,100200,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,302
1,male,94,Divorced,1920,1942,white,0,1,High school,Works for wages,0,No,22800,22800,0,0,0,4,1,Veteran,NA,NA,0,Not in labor force,303
2,female,71,Married,1943,1966,white,0,1,College or greater,Works for wages,0,No,9000,39300,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,304
1,female,71,Widowed,1943,1963,white,0,1,High school,Works for wages,0,No,29600,9999999,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,305
1,male,89,Widowed,1925,1947,white,0,1,Less than high school,Works for wages,0,No,14850,14850,0,0,0,1,1,Veteran,NA,NA,0,Not in labor force,306
2,male,83,Married,1931,1960,white,0,1,High school,Works for wages,0,No,22300,51800,0,0,0,1,0,Veteran,NA,NA,0,Not in labor force,307
2,female,65,Married,1949,1985,white,0,1,College or greater,Self-employed,40,Yes,30050,39350,28200,0,0,0,0,Not a veteran,PM,PM,0,Employed,308
2,male,65,Married,1949,1980,white,0,1,College or greater,Works for wages,0,No,43000,62000,0,0,0,1,0,Not a veteran,NA,NA,0,Not in labor force,309
2,male,69,Married,1945,1975,white,0,1,High school,Works for wages,44,Yes,65100,69300,48000,0,0,0,0,Not a veteran,PM,PM,0,Employed,310
2,male,65,Married,1949,1995,white,0,1,College or greater,Works for wages,0,No,40000,49600,0,0,0,0,0,Not a veteran,NA,NA,0,Not in labor force,311
